y,x,MarketName,WIC,Organic,Vegetables,Fruits,Meat,Grains
29.284852,-81.055484,Ormond Beach Farmers Market,N,N,Y,Y,N,N
46.477929,-116.255806,Orofino Farmers Market,N,N,Y,Y,Y,N
44.021478,-88.537573,Oshkosh Farmers Market - Downtown,N,Y,Y,Y,Y,N
44.022875,-88.537461,Oshkosh Farmers Market - Downtown,N,Y,Y,Y,Y,N
44.03325,-88.540004,Oshkosh Farmers Market - Winter,N,Y,Y,N,Y,N
41.684726,-88.351638,Oswego Country Market,N,Y,Y,Y,Y,N
41.68475,-88.351595,Oswego Country Market,N,Y,Y,Y,Y,N
38.777419,-95.556782,Overbrook Farmers Market,N,Y,Y,Y,N,N
42.676729,-76.822157,Ovid Farmers Market,N,N,Y,Y,N,N
39.286121,-86.769484,Owen County Farmers Market,N,Y,Y,Y,N,N
36.3148277,-78.5866163,Oxford Farmers Market,N,N,Y,Y,N,N
39.510915,-84.741544,Oxford Farmers Market,Y,Y,Y,Y,Y,N
34.19798,-119.18027,Oxnard Farmers Market,N,Y,Y,Y,N,N
45.205076,-123.960749,Pacific City Farmers Market,Y,Y,Y,Y,Y,N
37.090713,-88.596972,Paducah Homegrown Farmer's Market,N,Y,Y,Y,Y,Y
36.910275,-121.755366,Pajaro Valley CFM,Y,Y,Y,Y,N,N
41.011605,-73.917284,Palisades Winter Farmers' Market,N,-,Y,Y,Y,N
29.321634,-98.543052,Palo Alto College Farmers Market,N,-,Y,Y,N,N
21.29891,-157.797316,Palolo Valley District Park (People's Open Market),N,N,Y,Y,N,N
41.6604652,-87.7831286,Palos Heights Farmer's Market,N,-,Y,Y,Y,Y
33.779336,-118.373725,Palos Verdes Farmers Market,N,Y,Y,Y,Y,N
36.05557,-90.486623,Paragould Farmers' Market,N,-,Y,Y,N,N
38.932172,-77.023928,Park View Farmers Market,Y,-,Y,Y,Y,N
38.932155,-77.02396,Park View Farmers Market,Y,Y,Y,Y,Y,N
39.187828,-94.683086,Parkville Farmers' Market,N,N,Y,Y,Y,N
35.501891,-97.52482,Paseo Farmers Market,N,Y,Y,Y,Y,N
40.151488,-77.766771,"Patch & Pasture, LLC",N,-,Y,Y,Y,N
41.564215,-73.600845,Pawling Farmers Market,N,Y,Y,Y,Y,N
41.877734,-71.387274,Pawtucket Farmers Market,Y,-,Y,Y,N,N
41.862831,-71.39999,Pawtucket Wintertime Farmers Market,N,Y,Y,Y,Y,Y
41.767977,-71.391872,Pawtuxet Village Farmers Market,Y,-,Y,Y,N,N
44.069117,-116.935907,Payette Farmers Market,N,-,Y,Y,N,N
34.229808,-111.327601,"Payson Farmers Market, LLC",Y,N,Y,Y,Y,N
37.974304,-120.338076,Peaceful Valley Farmers Market ,Y,N,Y,Y,Y,N
29.169195,-95.428973,Peach Street Farmers Market,N,-,Y,Y,N,N
44.327445,-72.170037,Peacham Farmers Market,N,-,Y,Y,Y,N
30.387133,-98.084871,Pedernales Farmers Market,N,N,Y,Y,Y,Y
38.671615,-84.332926,Pendleton County Farmers’ Market,Y,N,Y,Y,Y,Y
40.3494,-74.79688,Pennington Farmers Market,N,Y,Y,Y,Y,N
39.08143,-95.392324,Perry Lecompton Farmers Market,N,-,Y,Y,Y,N
38.233365,-122.637103,Petaluma Evening Farmers' Market ,Y,Y,Y,Y,N,N
38.231796,-122.636797,Petaluma Farmers Market,Y,Y,Y,Y,Y,Y
42.488744,-72.186669,Petersham Friday Market,N,-,Y,N,N,N
38.9411512,-77.0250472,Petworth Community Market,Y,N,Y,Y,Y,N
36.1304034,-80.256362,Pfafftown Farmer's Market,N,Y,Y,Y,Y,N
30.442585,-97.606001,Pflugerville Pfarmers Market,N,Y,Y,Y,Y,N
34.439822,-117.524831,Phelan Certified Farmers Market,Y,N,Y,Y,N,N
42.249303,-73.649443,Philmont Farmers' Market ,N,Y,Y,Y,Y,N
38.251583,-85.733398,Phoenix Hill NuLu Farmers' Market,N,Y,Y,Y,Y,N
36.087691,-79.992657,Piedmont Triad Farmers Market,Y,Y,Y,Y,Y,Y
39.049352,-77.117929,Pike Central Farm Market,Y,Y,Y,Y,Y,Y
37.485971,-82.544326,Pikeville Farmers Market,Y,-,Y,Y,Y,Y
45.832364,-92.970689,Pine City Farmers Market,N,-,Y,Y,Y,N
25.669124,-80.285895,Pinecrest Farmers Market,N,Y,Y,Y,Y,N
40.671863,-73.895438,Pitkin Verde Farmers Market,Y,N,Y,Y,N,N
34.926816,-95.769944,Pittsburg County Farmers Market,N,-,Y,Y,N,N
42.197733,-83.700262,Pittsfield Township Farmers Market,N,N,Y,Y,N,N
44.380388,-83.804474,Plainfield Township Farmers Market Hale,Y,-,Y,Y,N,N
42.353346,-97.787145,Plainview Farmers Market,N,-,Y,Y,N,N
42.452003,-85.650721,Plainwell Farmers Market,N,Y,Y,Y,Y,N
42.44491,-85.643297,Plainwell Indoor Market ,N,-,N,N,N,N
39.238943,-107.962277,Plateau Valley Farmers Market,N,N,Y,Y,Y,N
42.735314,-90.47957,Platteville Farmers Market - Summer,N,N,N,N,Y,N
42.736018,-90.479874,Platteville Farmers Market - Winter,N,N,N,N,Y,N
41.005653,-95.894144,Plattsmouth Downtown Farmers Market,N,-,Y,Y,N,N
33.975922,-118.416626,Playa Vista Farmers' Market,Y,Y,Y,Y,Y,N
39.390828,-81.205928,Pleasants Area Farmers Market,N,N,Y,Y,Y,N
41.135051,-73.793652,Pleasantville Farmers Market - Outdoor,Y,Y,Y,Y,Y,Y
41.34065,-86.307641,Plymouth Farmers Market,N,Y,Y,Y,Y,N
42.6904758,-73.5635307,Poestenkill Farmers Market,N,N,Y,Y,Y,N
21.442923,-158.188437,Pokai Bay Beach Park (People's Open Market),N,N,Y,Y,N,N
33.772429,-84.364596,Ponce City Farmers Market on the BeltLine ,N,Y,Y,Y,N,N
41.00211,-73.661339,Port Chester Farmers Market,N,Y,Y,Y,Y,N
43.424322,-82.543109,Port Sanilac Farmers' Market,Y,Y,Y,Y,N,N
48.11702,-122.760304,Port Townsend Farmers Market,Y,Y,Y,Y,Y,Y
45.583224,-122.686792,Portland Farmers Market - Kenton ,Y,Y,Y,Y,Y,N
45.557097,-122.658982,Portland Farmers Market - King,Y,Y,Y,Y,Y,N
45.4813183,-122.5685894,Portland Farmers Market - Lents International,Y,N,Y,Y,Y,N
45.512348,-122.684833,Portland Farmers Market - Portland State University,Y,Y,Y,Y,Y,Y
45.517125,-122.682231,Portland Farmers Market - Shemanski Park,Y,Y,Y,Y,Y,N
43.0711929,-70.7535534,Portsmouth Farmers' Market,N,Y,Y,Y,Y,N
43.1680835,-89.2702544,Prairie Lakes Farmers Market,N,Y,Y,Y,N,N
39.9695356,-83.009303,Prairie Township Farmer's Market,Y,-,Y,Y,N,N
34.557395,-112.482809,Prescott Farmers Market,Y,N,Y,Y,Y,N
39.6010798,-110.8088043,Price Farmers Market,N,-,Y,Y,N,N
37.224538,-77.287343,Prince George Farmers Market,N,-,Y,Y,N,N
38.37102,-85.58996,Prospect Area Farmer's Market,N,Y,Y,Y,Y,N
35.416275,-106.404321,Pueblo of San Felipe Farmers' Market,Y,-,Y,Y,N,Y
39.136603,-77.703843,Purcellville Farmers' Market,N,-,Y,Y,Y,N
38.440335,-81.995042,Putnam Farmer's Market,Y,Y,Y,Y,N,N
38.441892,-81.99554,Putnam Farmers Market,Y,Y,Y,Y,Y,N
47.191241,-122.292435,Puyallup Farmers' Market,Y,Y,Y,Y,Y,N
36.955063,-94.787418,Quapaw Farmers Market,N,-,Y,Y,Y,Y
47.637172,-122.357601,Queen Anne Farmers Market,Y,Y,Y,Y,Y,N
21.268812,-157.81638,Queen Kapiolani Park (People's Open Market),N,N,Y,Y,N,N
39.937091,-120.950176,Quincy Certified Farmers' Market,Y,-,Y,Y,N,N
39.932754,-91.409173,Quincy Farmer's Market,Y,Y,Y,Y,Y,N
33.255362,-85.451892,Randolph County Farmers Market,N,Y,Y,Y,N,N
36.257409,-90.983393,Randolph County Farmers' Market,N,N,Y,Y,N,N
37.009793,-83.526289,Red Bird Farmers Market,N,N,Y,Y,N,N
45.1913,-109.247918,Red Lodge Farmers' Market ,N,N,Y,Y,Y,N
41.009641,-95.228044,Red Oak Farmers Market,Y,N,Y,Y,N,N
30.442682,-91.106845,Red Stick Farmers Market  - Seasonal Tuesdays,Y,-,Y,Y,N,N
30.45195,-91.185787,Red Stick Farmers Market - Saturday Downtown Year Round,Y,Y,Y,Y,Y,Y
30.399197,-91.121067,Red Stick Farmers Market - Thursday Year Round,Y,Y,Y,Y,Y,Y
25.506957,-80.395809,Redland Community Farm and Market,N,Y,Y,Y,N,N
25.506957,-80.39582,Redland Community Farm and Market,N,Y,Y,Y,N,N
34.056448,-117.181441,Redlands Certified Farmers Market,Y,-,Y,Y,N,N
34.05708,-117.180913,Redlands Saturday Morning Certified Farmers Market,Y,Y,Y,Y,N,N
43.549612,-89.993406,Reedsburg Area Medical Center Farmer's Markets,N,-,Y,Y,Y,Y
36.3586088,-79.6640029,Reidsville Market Square Farmers' Market,Y,-,Y,Y,N,N
40.9356403,-87.1501069,Rensselaer Farmers Market,N,N,Y,Y,Y,N
38.948449,-77.342215,Reston ,N,N,Y,Y,Y,N
43.823218,-111.782405,Rexburg Farmers Market,N,N,Y,Y,N,Y
39.829996,-84.893377,Richmond Farmers Market - Summer Season (May-October),Y,-,Y,Y,Y,N
39.825813,-84.900398,Richmond Winter Farmers Market - Winter Season (November - April),N,-,Y,N,Y,N
42.998521,-89.993242,Ridgeway Farmers Market,N,N,Y,Y,Y,Y
33.528187,-80.838621,"Right Choice, Fresh Start Farmers' Market",Y,-,Y,Y,N,N
33.315079,-81.144272,"Right Choice, Fresh Start Farmers' Market",Y,-,Y,Y,N,N
42.765593,-72.03585,Rindge Farmers and Crafters Market,N,Y,Y,Y,Y,N
39.950039,-75.170836,Rittenhouse Saturday Farmers' Market,Y,-,Y,Y,Y,Y
39.950045,-75.170843,Rittenhouse Tuesday Market,Y,Y,Y,Y,N,N
37.233787,-77.40373,River Street Market,N,-,Y,Y,Y,N
45.742235,-107.608015,River Valley Farmers' Market,N,-,Y,Y,N,N
38.962979,-76.935311,Riverdale Park Farmers Market,Y,Y,Y,Y,Y,N
34.234207,-77.94793,Riverfront Farmers Market,N,-,Y,Y,Y,N
30.3164943,-81.6762903,Riverside Arts Market,Y,N,Y,Y,Y,Y
39.806671,-86.192041,Riverside Farmers Market,Y,-,Y,Y,N,N
41.8277856,-87.8201027,Riverside Farmers' Market,N,N,Y,Y,Y,N
29.973156,-90.246653,Rivertown Farmers Market,Y,-,Y,Y,Y,N
40.744736,-74.042798,Riverview Farmers Market,Y,-,Y,Y,Y,N
38.913062,-75.42808,Riverwalk Farmers Market,Y,-,Y,Y,Y,N
40.961979,-85.373322,Roanoke Farmer's Market,N,-,Y,N,Y,N
43.200223,-96.300832,Rock Valley Farmers Market,N,-,Y,Y,N,N
42.262526,-89.08098,Rockford Midtown Market,N,-,Y,Y,N,Y
33.997669,-85.053094,Rockmart Farmers Market,N,Y,Y,Y,Y,N
39.0819115,-77.1492295,Rockville Farmers Market,Y,N,Y,Y,Y,N
47.818183,-112.188004,Rocky Mountain Front Farmers Market,N,-,Y,Y,N,N
45.186933,-93.551965,Rogers Farmers Market,N,N,Y,N,Y,N
37.115153,-93.066381,Rogersville Farmer's Market,N,-,Y,Y,Y,N
42.1949,-122.6905,Rogue Valley Growers & Crafters Market,Y,Y,Y,Y,Y,Y
42.336896,-122.854244,Rogue Valley Growers & Crafters Market,Y,Y,Y,Y,Y,Y
42.192172,-122.700426,Rogue Valley Growers & Crafters Market,Y,Y,Y,Y,N,N
38.349284,-122.703949,Rohnert Park Farmers' Market ,Y,Y,Y,Y,N,N
42.078232,-88.016174,Rolling Meadows City Markets,N,N,Y,Y,Y,N
47.5276,-114.097574,Ronan Farmers' Market,N,-,Y,Y,N,N
40.6817846,-73.5908479,Roosevelt Community Farmers' Market,Y,Y,Y,Y,N,N
35.262802,-80.854493,Rosa Parks Farmers Market,N,N,Y,Y,N,N
32.347948,-95.300309,Rose City Farmers Market,Y,N,Y,Y,Y,N
42.286072,-71.130709,Roslindale Village Main Street Winter Farmers Market,Y,N,N,N,Y,N
40.533713,-80.036108,Ross Township Farmers Market,N,-,Y,Y,Y,N
34.700679,-120.466224,Route One Farmers Market,Y,N,Y,Y,N,N
21.38912,-158.032652,Royal Kunia Park-n-Ride (People's Open Market),N,N,Y,Y,N,N
38.016661,-77.518506,RT 639 Farmers Market,N,N,Y,Y,Y,N
34.206855,-117.104915,Running Springs Farmers Market and Artisan Faire,Y,Y,Y,Y,N,N
45.464998,-91.09924,Rusk County Farmers Market,Y,-,Y,Y,Y,N
35.280402,-93.135468,Russellville Community Market,N,Y,Y,Y,Y,N
32.529214,-92.635542,Ruston Farmers Market,N,-,Y,Y,Y,N
37.7874422,-78.886752,RVCC Winter Market,N,N,Y,Y,Y,N
39.948137,-82.994617,Saint Mary Farmers Market,N,-,Y,Y,Y,N
40.127699,-83.959772,SaintParis FarmersMarket,N,-,Y,Y,N,N
42.164734,-78.741263,Salamanca Farmers market,N,N,Y,Y,Y,N
37.292997,-80.058606,Salem Farmers Market,N,-,Y,Y,Y,N
42.520665,-70.894653,Salem Farmers' Market,Y,Y,Y,Y,N,N
42.781773,-71.2372585,Salem NH Farmers Market - Winter,N,-,Y,Y,Y,N
42.165956,-83.781146,Saline Farmers Market,Y,N,Y,Y,Y,N
42.179728,-83.785094,Saline Farmers Market,N,N,Y,N,Y,N
45.720387,-122.648554,Salmon Creek Farmers' Market at Legacy Hospital,Y,Y,Y,Y,N,N
41.175641,-85.152678,Salomon Farm Park Farmers' Market ,N,Y,Y,Y,N,N
21.346157,-157.904131,Salt Lake Municipal Lot (People's Open Market),N,N,Y,Y,N,N
37.7373447,-122.4085979,San Francisco Certified Alemany Farmers Market,Y,Y,Y,Y,N,N
43.438711,-70.774653,Sanford Farmers' Market,Y,N,Y,Y,Y,N
41.811066,-71.42853,Sankofa World Market,N,-,Y,Y,N,N
37.364613,-121.967934,Santa Clara Farmers' Market,Y,Y,Y,Y,Y,N
38.434379,-122.689399,Santa Rosa Community Farmers Market at the Veterans Building,Y,Y,Y,Y,Y,Y
38.4406777,-122.71359,Santa Rosa Downtown Market (Wednesday Night Market),N,Y,Y,Y,Y,N
30.603977,-87.183559,Santa Rosa Farmers Market,Y,-,Y,Y,N,N
44.765173,-85.621764,Sara Hardy Downtown Farmers Market,Y,Y,Y,Y,Y,Y
34.231049,-92.004296,Saracen Landing Farmers Market,Y,N,Y,Y,N,N
44.32463,-74.131251,Saranac Lake Village Farmers Market,Y,-,Y,Y,Y,N
38.992593,-122.87534,Saturday Morning Market at Steele Wines,Y,Y,Y,Y,N,N
42.080345,-73.946818,Saugerties Farmers Market ,Y,-,Y,Y,Y,N
41.834131,-71.586035,Scituate Farmers Market,Y,N,Y,Y,Y,N
40.650167,-74.397557,SCOTCH PLAINS FARMERS' MARKETPLACE,Y,Y,Y,Y,Y,Y
41.698757,-72.081503,Scotland Farmers Market,Y,-,Y,Y,Y,N
38.211492,-84.559554,Scott County Farmers' Market,Y,Y,Y,Y,Y,N
43.022276,-77.753379,Scottsville Midweek Farmers' Market,Y,N,Y,Y,Y,N
39.924927,-82.847372,SE Columbus Farmer's & Grower's Market,Y,-,Y,Y,N,N
43.0168516,-71.0003126,Seacoast Eat Local Winter Farmers' Market - Exeter High School,N,Y,Y,Y,Y,N
43.2155618,-70.8601023,Seacoast Eat Local Winter Farmers' Market - Wentworth Greenhouses ,N,Y,Y,Y,Y,N
29.78029,-96.159309,Sealy Farmers Market,N,-,Y,Y,Y,N
35.854615,-75.645391,Secotan Market,N,Y,Y,Y,Y,N
38.698011,-93.255481,Sedalia Area Farmers' Market,N,N,Y,Y,Y,Y
36.09598,-80.244023,Seed2Seed Farmer’s Market,N,-,Y,Y,Y,N
42.909109,-76.800314,Seneca Falls Farmers Market,Y,-,Y,Y,Y,N
34.042245,-94.342133,Sevier County Farmers Market,N,-,Y,Y,Y,N
33.975058,-78.386035,Shallotte Farmers Market/Market on Mulberry ,N,-,Y,Y,N,N
44.777707,-88.612868,Shawano Farmers Market,Y,N,Y,Y,Y,N
39.017779,-94.805322,Shawnee Farmers Market,N,-,Y,Y,N,N
41.645926,-95.338882,Shelby County Farmers Market,Y,-,Y,Y,N,N
39.52422,-85.780478,Shelby County Farmers Market,Y,-,Y,Y,Y,N
37.988053,-85.709198,Shepherdsville farmer's Market,N,Y,Y,Y,Y,N
39.819046,-84.235026,Shiloh Farmers' Market,Y,N,Y,Y,Y,N
47.741553,-122.349452,Shoreline Farmers Market,Y,Y,Y,Y,Y,Y
43.091905,-87.898448,Shorewood Farmers Market,N,Y,Y,Y,Y,Y
32.514186,-93.744962,Shreveport Farmers' Market,N,N,Y,Y,Y,Y
36.181621,-94.541074,Siloam Springs Farmers Market ,Y,-,Y,N,Y,N
32.774517,-108.276185,Silver City Farmers' Market Downtown,Y,N,Y,Y,Y,N
32.787733,-108.242482,Silver City Farmers' Market Midweek Market,Y,N,Y,Y,Y,N
34.090541,-118.277386,Silver Lake CFM,Y,Y,Y,Y,N,N
47.536412,-116.120504,Silver Valley Farmers Market,N,-,Y,Y,N,N
47.651931,-122.668607,Silverdale Farmers Market,N,Y,Y,Y,N,N
34.285295,-118.718091,Simi Valley City Hall Certified Farmers' Market,Y,Y,Y,Y,N,N
42.490552,-96.408445,Sioux City Farmers Market,Y,Y,Y,Y,Y,N
57.051519,-135.326742,Sitka Farmers Market,Y,N,Y,Y,N,N
32.189126,-107.750939,Sleeping Dragon Farmers Market,N,N,Y,Y,N,N
41.062533,-80.050842,Slippery Rock Farmers Market ,N,-,Y,Y,Y,N
35.247189,-120.667181,SLO Farm Supply Farmers Market,Y,-,Y,Y,Y,N
36.2233523,-85.9461859,Smith County Farmers Market,N,Y,Y,Y,Y,N
33.694867,-117.927099,SOCO Farmers' Market,Y,Y,Y,Y,Y,N
43.237102,-77.062753,Sodus Farmers' Market,N,N,Y,Y,N,N
36.970919,-86.438462,SoKY Marketplace Farmer's Market,Y,Y,Y,Y,Y,Y
32.987194,-117.269204,Solana Beach Farmers Market,N,Y,Y,Y,Y,N
60.49304,-151.067584,Soldotna Saturday Farmers Market,Y,Y,Y,N,N,N
40.022787,-79.072141,Somerset County Farmers' Market Inc.,N,N,Y,Y,Y,N
42.40098,-71.125686,Somerville Mobile Farmers' Market - Council on Aging,Y,-,Y,Y,N,N
42.385778,-71.087099,Somerville Mobile Farmers' Market - East Somerville Community School,Y,-,Y,Y,N,N
42.396251,-71.091856,Somerville Mobile Farmers' Market - Mystic,Y,Y,Y,Y,N,N
42.407206,-71.131331,Somerville Mobile Farmers' Market - North Street,Y,-,Y,Y,N,N
30.40374,-81.72001,Soutel Community Market,N,-,Y,Y,N,N
37.847765,-122.271931,South Berkeley Farmers' Market,Y,Y,Y,Y,Y,Y
35.193923,-85.917223,South Cumberland Farmers Market,N,Y,Y,Y,Y,N
42.9464659,-85.6394126,South East Area Farmers' Market,Y,-,Y,Y,N,Y
35.20911,-80.860801,South End Market at Atherton,N,Y,Y,Y,Y,Y
30.631014,-97.745633,South Fork Fun Food & Brew,N,-,Y,Y,Y,N
36.7244013,-78.1301422,South Hill Farmers Market,N,Y,Y,Y,Y,Y
41.428192,-71.49696,South Kingstown Farmers Market  at Marina Park ,Y,-,Y,Y,N,N
42.461015,-83.653169,South Lyon Farmers and Artisans Market,N,-,Y,Y,Y,N
25.704072,-80.291066,South Miami Farmers Market,N,Y,Y,Y,Y,Y
42.9107287,-87.862688,South Milwaukee Downtown Market,Y,Y,Y,Y,Y,N
41.4003507,-75.6668643,South Side Farmers' Market,N,Y,Y,Y,Y,N
39.718654,-94.865955,South St. Joseph Farmers Market at the Junction,N,N,Y,Y,N,N
42.211214,-78.041832,Southern Tier Farmers Market - Olean,Y,N,Y,Y,N,N
42.697348,-87.888847,Southshore Outdoor Market,Y,-,Y,Y,N,N
39.611904,-105.09573,Southwest Plaza Farmers Market,N,Y,Y,Y,Y,N
36.742228,-80.772836,Southwest Virginia Farmers' Market,N,-,Y,Y,N,Y
42.362216,-83.130895,Sowing Seeds Growing Futures Farmers Market,Y,N,Y,Y,N,N
37.600391,-104.831846,Spanish Peaks Farm Stand,N,-,Y,Y,N,N
39.793698,-86.247542,Speedway Farmers Market,Y,Y,Y,Y,Y,N
38.219747,-77.495899,Spotsylvania Farmers Market - Spotsylvania Regional Medical Center,N,-,Y,Y,Y,N
38.29038,-77.563047,Spotsylvania Farmers Market - VDOT Commuter Parking Lot,N,N,Y,Y,Y,N
38.289909,-77.559528,Spotsylvania Farmers Market - VDOT Commuter Parking Lot,N,-,Y,Y,Y,N
36.18745,-94.11845,Springdale Farmers’ Market,Y,N,Y,Y,N,N
34.316885,-89.952098,Square Market,N,-,Y,Y,N,N
45.5901096,-122.7544853,St. Johns Farmers Market,Y,Y,Y,Y,Y,Y
43.410742,-84.608269,St. Louis Farmers Market,Y,N,Y,Y,Y,N
47.318286,-116.586445,St. Maries Farmers Market,N,-,Y,Y,N,N
38.251785,-85.646194,St. Matthews Farmers Market,N,Y,Y,Y,Y,N
38.785161,-76.225202,St. Michaels Farmers Market,Y,Y,Y,Y,Y,N
27.769964,-82.633652,St. Petersburg Saturday Morning Market,N,Y,Y,Y,Y,N
41.953553,-72.304724,Stafford Community Farmers' Market,Y,N,Y,Y,Y,N
35.366184,-80.197218,Stanly Commons Farmers Market,Y,N,Y,Y,Y,N
42.108668,-72.581067,STCC Farmers' Market,Y,-,Y,Y,Y,N
40.050647,-77.477569,STCC Open Air Market,Y,Y,Y,Y,Y,N
37.967138,-91.358368,Steelville Farmer & Artist Saturday Morning Market,N,-,Y,Y,N,N
37.966076,-91.359291,Steelville Farmer & Artist Wednesday Night Market,N,-,Y,Y,N,N
35.852209,-86.416062,Stones River Market,N,Y,Y,Y,Y,Y
41.168794,-81.452156,Stow Community Farmers Market,N,-,Y,Y,Y,N
44.473531,-72.712004,Stowe Farmers' Market,N,Y,Y,Y,Y,N
36.737572,-76.581989,Suffolk Farmers' Market,N,-,Y,Y,Y,N
41.058965,-81.542318,Summit Lake Neighborhood Farmers' Market,Y,Y,Y,Y,N,N
33.9324793,-80.373,Sumter Farmers Market,Y,Y,Y,Y,Y,N
40.529078,-104.981878,Sunday Market on Main Street,N,-,Y,Y,Y,Y
31.791358,-106.557437,Sunland Park Ardovino's DC Farmers' Market,Y,Y,Y,Y,Y,Y
37.385784,-122.026323,Sunnyvale Farmers' Market,Y,Y,Y,Y,Y,N
33.285146,-111.1103,Superior Farm-to-Fantastic Farmer's Market,N,-,Y,Y,N,N
33.6069616,-78.9743641,Surfside Beach Farmers Market,Y,-,Y,Y,Y,N
26.608161,-82.024341,Surfside Sunset Market,N,-,Y,Y,Y,N
41.527832,-120.171665,Surprise Valley Farmers Market,Y,N,Y,Y,Y,N
44.311141,-88.557375,Sustain Greenville Farmers Market,Y,Y,N,N,N,N
44.980186,-85.647075,Suttons Bay Farmers Market,Y,Y,Y,Y,Y,N
34.05617,-84.063354,Suwanee Farmers Market,N,-,Y,Y,Y,N
39.901671,-75.348771,Swarthmore Farmers Market,Y,N,Y,Y,Y,N
27.999259,-82.560612,Sweetwater Sunday Market,N,Y,Y,Y,N,Y
39.169938,-120.14113,Tahoe City Farmers Market Thursday CFM,Y,Y,Y,Y,Y,N
39.416292,-119.755381,Tamarack Junction Casino Farmers' Market,N,Y,Y,Y,N,N
36.407207,-105.574539,Taos Farmers' Market,Y,-,Y,Y,Y,Y
38.03192,-85.344893,Taylorsville Farmers Market Inc.,N,-,Y,Y,Y,N
34.8485031,-82.4000115,TD Saturday Market,Y,Y,Y,Y,Y,Y
42.815213,-72.023787,Team Jaffrey Farmers Market,N,-,Y,Y,N,N
37.936843,-107.813086,Telluride Farmers' Market,Y,Y,Y,Y,Y,N
37.839774,-122.259736,Temescal Urban Village Farmers' Market ,Y,Y,Y,Y,Y,Y
28.050964,-82.394125,Temple Terrace Farmers' Market,N,N,Y,Y,Y,N
46.856294,-122.855397,Tenino Farmers Market,Y,-,Y,Y,Y,N
42.8677383,-85.8654557,Terra Square Farmers Market,Y,-,Y,Y,Y,N
39.464145,-87.37607,Terre Haute Farmers Market,Y,Y,Y,Y,Y,Y
30.469036,-97.806683,Texas Farmers' Market at Lakeline,Y,Y,Y,Y,Y,Y
30.296761,-97.707309,Texas Farmers' Market at Mueller,Y,Y,Y,Y,Y,Y
42.201444,-85.687996,Texas Township Farmers' Market,Y,Y,Y,Y,Y,Y
35.301188,-83.18569,The 'Whee Market,N,-,Y,Y,Y,N
38.126837,-78.445556,The Albemarle Farmers Market,N,-,Y,Y,N,N
40.154182,-89.38516,The ALMH Market,Y,Y,Y,Y,Y,N
33.919521,-80.361114,The American Legion Farmers Market,N,-,Y,Y,Y,N
43.514488,-70.391653,The Ballpark Farmers & Artisan Market,N,-,Y,Y,N,N
38.325383,-75.219388,The Berlin Farmers Market,Y,Y,Y,Y,N,N
34.69773,-118.142518,The BLVD Market,N,-,Y,Y,N,N
38.887555,-76.913335,The Capital Market of 20743,Y,-,Y,Y,N,N
36.528219,-87.361048,The Clarksville Downtown Market,N,Y,Y,Y,Y,Y
36.069019,-79.828293,The Corner Farmers Market,N,Y,Y,Y,Y,Y
41.442234,-74.059815,The cornwall farmers market,N,Y,Y,Y,Y,N
37.852344,-106.926949,The Creede Farmers and Local Artisan Market,N,Y,Y,Y,Y,Y
38.286927,-85.508543,The East End Farmer’s Market,N,N,Y,Y,Y,N
39.334042,-84.563916,The Fairfield Farmers Market,N,N,Y,Y,N,N
32.920178,-107.569106,the Farm Market,N,-,Y,Y,N,N
42.641166,-71.312805,The Farm Market at Mill No. 5,N,Y,Y,Y,Y,N
38.985968,-76.947513,The Farmers Market at Maryland,N,N,Y,Y,Y,N
41.4878526,-72.101949,The Farmers Market at Tiffany Farms,Y,N,Y,Y,Y,N
40.914599,-74.813622,The Farmers’ Market at Rutherfurd Hall,N,-,Y,Y,Y,N
39.929934,-75.163171,The Fountain Farmers' Market,Y,-,Y,Y,N,N
33.773326,-84.426967,The Fresh MARTA Market - Bankhead Rail Station   Wednesdays  3:00-7:00p.m.,N,Y,Y,Y,N,N
33.638149,-84.46008,The Fresh MARTA Market - College Park Rail Station   Thursdays  3:00-7:00p.m.,N,Y,Y,Y,N,N
33.755202,-84.390574,The Fresh MARTA Market - Five Points Rail Station   Fridays  3:00-7:00p.m.,N,Y,Y,Y,N,N
33.764764,-84.476405,The Fresh MARTA Market - H.E. Holmes Rail Station   Wednesdays  3:00-7:00p.m.,N,Y,Y,Y,N,N
33.728652,-84.416667,The Fresh MARTA Market - Tuesdays - West End Station,N,-,Y,Y,N,N
29.975941,-95.194557,The Groves Marketplace,N,Y,Y,Y,Y,N
27.84788,-82.842837,The Indian Shores Sunday Morning Market,N,-,Y,Y,N,Y
39.037553,-80.465764,"The Lewis Co. Farmers Market, Inc.",Y,N,Y,Y,Y,N
40.784492,-74.770016,The Market at Long Valley,N,-,Y,Y,N,Y
37.583162,-79.048809,The Market at Second Stage,N,-,Y,Y,Y,Y
43.845375,-88.960382,The Market at Town Square,N,Y,Y,Y,Y,N
56.81193,-132.955913,"The Market in Petersburg, Alaska",N,N,Y,N,N,N
33.40644,-86.666868,"The Marketplace at Lee Branch, Lee Branch Farmers Market",N,N,Y,Y,Y,N
39.793503,-76.730703,The Markets at Shrewsbury,N,-,Y,Y,Y,Y
41.33221,-73.207774,The Monroe Farmers’ Market,Y,-,Y,Y,N,N
42.590734,-72.3033449,The Orange Farmers Market,Y,N,Y,Y,Y,N
39.961115,-104.992071,The Orchard Farmers Market,N,-,Y,Y,Y,N
