,MarketName,x,y,WIC,Organic,Vegetables,Meat,Fruits,Grains
1867,Muldoon Farmers Market,-149.731189,61.208991000000005,Y,-,Y,N,Y,N
1869,Muncie Makers Market ,-85.410675,40.188394200000005,N,Y,Y,N,Y,N
1871,Munising Farmers' and Artisans' Market,-86.653401,46.412557,Y,N,Y,N,Y,N
1873,Murrysville Farmers' Market,-79.696788,40.430121,Y,Y,Y,Y,Y,Y
1875,My Matanuska Marketplace,-149.113628,61.59993000000001,N,Y,Y,N,Y,N
1877,Myersville Farmers Market,-77.56524,39.505519,N,N,Y,Y,Y,N
1879,Napa Downtown Farmers Market,-122.285131,38.301189,Y,Y,Y,Y,Y,N
1881,Narrowsburg Farmers' Market,-75.05512,41.596136,N,-,Y,Y,Y,N
1883,Nash County Farmers Market in Rocky Mount,-77.802729,35.955256,Y,N,Y,Y,Y,Y
1885,Natick Winter Market,-71.341206,42.290237,Y,-,Y,Y,Y,N
1887,Needham Farmers Market,-71.236446,42.280988,Y,N,Y,N,Y,N
1889,Neosho Farmers Market,-94.370028,36.870009,N,N,Y,Y,Y,N
1891,Neutaconkanut Farmers Market,-71.461775,41.8118,Y,-,Y,N,Y,N
1893,New Albany Farmers Market,-82.815383,40.081412,N,Y,Y,Y,Y,Y
1895,New Albany Farmers Market,-82.81541999999999,40.081379999999996,N,-,Y,Y,Y,Y
1897,New Baltimore Farmers Market,-82.737607,42.68546,Y,-,Y,N,Y,N
1899,New Bedford Farmers Market- Brooklawn Park,-70.923644,41.675431,Y,N,Y,Y,Y,N
1901,New Bedford Farmers Market- Clasky Common Park,-70.928587,41.644314,Y,N,Y,N,Y,N
1903,New Bedford Farmers Market- Downtown/Custom House Square,-70.937913,41.661303000000004,Y,N,Y,Y,Y,N
1905,New Bedford Farmers Market- Indoor ,-70.937913,41.661303000000004,Y,N,Y,Y,Y,N
1907,New Glarus Farmers Market,-89.632242,42.809612,Y,-,Y,Y,Y,N
1909,New Grand Island Farmers Market,-98.357951,40.922193,N,-,Y,N,Y,N
1911,New Harvest Farmers' Market,-83.883624,36.039471,Y,-,Y,Y,Y,N
1913,New Haven - CitySeed Downtown Farmers Market,-72.924912,41.307645,Y,Y,Y,N,Y,N
1915,New Highland Baptist Church Farmers Market,-77.410676,37.699238,N,Y,Y,Y,Y,N
1917,New Orleans East Hospital Farmer's Market,-89.975013,30.030671999999996,Y,-,Y,N,Y,N
1919,Newmarket Farmers Market ,-70.9380776,43.0788567,N,Y,Y,Y,Y,N
1921,Newport Beach Certified Farmers' Market by Farmer Mark ,-117.92879199999999,33.607886,Y,Y,Y,N,Y,N
1923,Nicholasville Farmers Market,-84.56655,37.893076,N,N,Y,N,Y,Y
1925,Norfolk Farmers Market,-97.212686,41.948007000000004,N,-,Y,N,Y,N
1927,NORFOLK FARMERS’ MARKET,-73.197873,41.990739000000005,N,Y,N,Y,N,N
1929,North Albany Farmer's Market,-123.17882900000001,44.63664,Y,Y,Y,Y,Y,Y
1931,North Augusta Farmers Market,-79.009573,38.201665999999996,Y,-,Y,Y,Y,N
1933,North Berkeley Farmers' Market,-122.26907800000001,37.880337,Y,Y,Y,Y,Y,N
1935,North Canton Farmers' Market,-81.409572,40.892548,Y,N,Y,Y,Y,Y
1937,North Canton Farmers' Market,-81.41776899999999,40.875871000000004,Y,N,Y,Y,Y,N
1939,North Creek Farmers Market,-73.988272,43.702638,N,Y,Y,Y,Y,N
1941,North End Farmers Market,-82.524714,40.770362,Y,Y,Y,Y,Y,N
1943,North End Farmers Market,-82.523336,40.766123,N,-,Y,N,Y,N
1945,North Iowa Farmers Market,-93.199249,43.152590000000004,Y,Y,Y,Y,Y,N
1947,North Market Farmers' Market,-83.0043304,39.9718961,Y,-,Y,N,Y,N
1949,North Myrtle Beach Farmers Market,-78.683173,33.827655,Y,-,Y,Y,Y,N
1951,North Prairie Farmers Market - Minot,-101.295598,48.233564,N,Y,Y,N,Y,Y
1953,North Square Farmers Market,-77.662435,39.938459,Y,N,Y,Y,Y,N
1955,North St. Mary's County Farmers Market,-76.77563,38.473539,Y,-,Y,N,Y,N
1957,Northampton Pa Farmers Market,-75.489035,40.684278000000006,N,N,Y,N,Y,N
1959,Northbrook Farmers Market,-87.8286573,42.1314024,Y,N,Y,Y,Y,N
1961,Northeast Minneapolis Farmers Market,-93.262339,44.995288,N,Y,Y,Y,Y,Y
1963,Northeast Washington (NEW) Farmers Market,-117.90522800000001,48.543279,Y,Y,Y,Y,Y,N
1965,Northport Farmers Market,-85.614175,45.129668,Y,Y,Y,Y,Y,N
1967,Northridge Farmers Market and family festival,-118.5562362,34.238573200000005,Y,Y,Y,Y,Y,N
1969,Northside Farmers Market,-84.53998399999999,39.163947,Y,N,Y,Y,Y,N
1971,Northside Farmers' Market,-89.362808,43.128145,Y,Y,Y,Y,Y,N
1973,Norwich Farmers Market,-75.523641,42.531632,Y,Y,Y,Y,Y,Y
1975,Nourish Knoxville's Winter Farmers' Market,-83.910507,35.96565,N,Y,Y,Y,Y,N
1977,NOVA Central Farm Market,-77.264712,38.915538,Y,Y,Y,Y,Y,Y
1979,Nutley Farmers Market,-74.154584,40.824341,Y,-,Y,Y,Y,N
1981,Oak Creek Farmers Market,-87.917781,42.899242,Y,Y,Y,Y,Y,Y
1983,Oak Marr,-77.302226,38.889444,N,N,Y,Y,Y,N
1985,Oak Square Farmers Market,-71.1691939,42.3506821,Y,-,Y,Y,Y,N
1987,Oakcrest Farmers Market,-76.91857590000001,38.8708398,Y,N,Y,N,Y,N
1989,Oakhurst Farmers Market,-84.304799,33.760143,N,-,Y,Y,Y,N
1991,Ocala Downtown Market,-82.320981,29.193929999999998,N,-,Y,N,Y,N
1993,Ocean Beach Certified Farmers Market,-117.25016000000001,32.746190000000006,N,Y,Y,Y,Y,N
1995,"Ocean City, NJ Farmers & Crafters Market",-74.572082,39.282143,Y,Y,Y,Y,Y,N
1997,Ocean Pines Farmers & Artisans Market,-75.160072,38.3992566,N,Y,Y,Y,Y,Y
1999,Ohio Valley Farmers' Market,-80.74212,40.014375,Y,-,Y,Y,Y,N
2001,Ohio Valley Farmers' Market,-80.865892,40.069884,Y,-,Y,Y,Y,N
2003,OHSU Farmers Market,-122.687706,45.499865,Y,-,Y,Y,Y,N
2005,Old Capitol Farmers Market,-89.650662,39.800581,Y,-,Y,Y,Y,Y
2007,Old L.A. Certified Farmers Market,-118.1919,34.110124,Y,Y,Y,N,Y,N
2009,Old L.A. Certified Farmers Market,-118.191934,34.110171,Y,Y,Y,N,Y,N
2011,Old Oakland Farmers' Market,-122.274596,37.801382000000004,Y,Y,Y,Y,Y,Y
2013,Old Stadium Park (People's Open Market),-157.827323,21.292322,N,N,Y,N,Y,N
2015,Olde Beaufort Farmers' Market,-76.663201,34.719572,N,-,Y,Y,Y,N
2017,Olde Pickerington Farmers' Market,-82.75421700000001,39.886238,N,-,Y,Y,Y,N
2019,Olympia Farmers' Market ,-122.902519,47.050425,Y,Y,Y,Y,Y,N
2021,Omaha Farmers Market - Aksarben Village,-96.0138738,41.237737100000004,Y,Y,Y,Y,Y,N
2023,Omaha Farmers Market - Old Market,-96.041927,41.264675,Y,Y,Y,Y,Y,N
2025,Oneida Farmers Market,-88.202341,44.503625,Y,Y,Y,Y,Y,N
2027,Onslow County Farmers Market,-77.49325999999999,34.782418,Y,N,Y,Y,Y,N
2029,Orange Community Farmers' Market,-73.02105870000001,41.2735586,Y,Y,Y,Y,Y,N
2031,Orange Home Grown Farmers & Artisans Market,-117.85586599999999,33.791554,Y,Y,Y,N,Y,N
2033,Orange Park Farmer's & Arts Market,-81.70166400000001,30.165484000000003,N,-,Y,Y,Y,N
2035,Oregon City Year-Round Farmers Market,-122.597822,45.333082,Y,N,Y,Y,Y,N
2037,Original Merced County Certified Farmers Market - Downtown Merced,-120.484427,37.30093,Y,-,Y,Y,Y,N
2039,Orinda Famers Market,-122.174543,37.882764,Y,Y,Y,N,Y,N
2041,Ormond Beach Farmers Market,-81.05548399999999,29.284852,N,N,Y,N,Y,N
2043,Orofino Farmers Market,-116.255806,46.477928999999996,N,N,Y,Y,Y,N
2045,Oshkosh Farmers Market - Downtown,-88.537573,44.021478,N,Y,Y,Y,Y,N
2047,Oshkosh Farmers Market - Downtown,-88.537461,44.022875,N,Y,Y,Y,Y,N
2049,Oshkosh Farmers Market - Winter,-88.54000400000001,44.03325,N,Y,Y,Y,N,N
2051,Oswego Country Market,-88.351638,41.684726,N,Y,Y,Y,Y,N
2053,Oswego Country Market,-88.35159499999999,41.68475,N,Y,Y,Y,Y,N
2055,Overbrook Farmers Market,-95.556782,38.777419,N,Y,Y,N,Y,N
2057,Ovid Farmers Market,-76.82215699999999,42.676728999999995,N,N,Y,N,Y,N
2059,Owen County Farmers Market,-86.76948399999999,39.286121,N,Y,Y,N,Y,N
2061,Oxford Farmers Market,-78.58661629999999,36.3148277,N,N,Y,N,Y,N
2063,Oxford Farmers Market,-84.74154399999999,39.510915000000004,Y,Y,Y,Y,Y,N
2065,Oxnard Farmers Market,-119.18027,34.19798,N,Y,Y,N,Y,N
2067,Pacific City Farmers Market,-123.96074899999999,45.205076,Y,Y,Y,Y,Y,N
2069,Paducah Homegrown Farmer's Market,-88.596972,37.090713,N,Y,Y,Y,Y,Y
2071,Pajaro Valley CFM,-121.755366,36.910275,Y,Y,Y,N,Y,N
2073,Palisades Winter Farmers' Market,-73.917284,41.011604999999996,N,-,Y,Y,Y,N
2075,Palo Alto College Farmers Market,-98.543052,29.321634000000003,N,-,Y,N,Y,N
2077,Palolo Valley District Park (People's Open Market),-157.797316,21.29891,N,N,Y,N,Y,N
2079,Palos Heights Farmer's Market,-87.7831286,41.6604652,N,-,Y,Y,Y,Y
2081,Palos Verdes Farmers Market,-118.373725,33.779336,N,Y,Y,Y,Y,N
2083,Paragould Farmers' Market,-90.486623,36.05557,N,-,Y,N,Y,N
2085,Park View Farmers Market,-77.023928,38.932171999999994,Y,-,Y,Y,Y,N
2087,Park View Farmers Market,-77.02396,38.932155,Y,Y,Y,Y,Y,N
2089,Parkville Farmers' Market,-94.683086,39.187828,N,N,Y,Y,Y,N
2091,Paseo Farmers Market,-97.52481999999999,35.501891,N,Y,Y,Y,Y,N
2093,"Patch & Pasture, LLC",-77.76677099999999,40.151488,N,-,Y,Y,Y,N
2095,Pawling Farmers Market,-73.60084499999999,41.564215000000004,N,Y,Y,Y,Y,N
2097,Pawtucket Farmers Market,-71.387274,41.877734000000004,Y,-,Y,N,Y,N
2099,Pawtucket Wintertime Farmers Market,-71.39999,41.862831,N,Y,Y,Y,Y,Y
2101,Pawtuxet Village Farmers Market,-71.39187199999999,41.767977,Y,-,Y,N,Y,N
2103,Payette Farmers Market,-116.935907,44.069117,N,-,Y,N,Y,N
2105,"Payson Farmers Market, LLC",-111.327601,34.229808,Y,N,Y,Y,Y,N
2107,Peaceful Valley Farmers Market ,-120.338076,37.974304,Y,N,Y,Y,Y,N
2109,Peach Street Farmers Market,-95.428973,29.169195000000002,N,-,Y,N,Y,N
2111,Peacham Farmers Market,-72.170037,44.327445000000004,N,-,Y,Y,Y,N
2113,Pedernales Farmers Market,-98.08487099999999,30.387133000000002,N,N,Y,Y,Y,Y
2115,Pendleton County Farmers’ Market,-84.332926,38.671615,Y,N,Y,Y,Y,Y
2117,Pennington Farmers Market,-74.79688,40.3494,N,Y,Y,Y,Y,N
2119,Perry Lecompton Farmers Market,-95.392324,39.08143,N,-,Y,Y,Y,N
2121,Petaluma Evening Farmers' Market ,-122.637103,38.233365,Y,Y,Y,N,Y,N
2123,Petaluma Farmers Market,-122.636797,38.231796,Y,Y,Y,Y,Y,Y
2125,Petersham Friday Market,-72.186669,42.488744,N,-,Y,N,N,N
2127,Petworth Community Market,-77.0250472,38.94115120000001,Y,N,Y,Y,Y,N
2129,Pfafftown Farmer's Market,-80.256362,36.1304034,N,Y,Y,Y,Y,N
2131,Pflugerville Pfarmers Market,-97.606001,30.442584999999998,N,Y,Y,Y,Y,N
2133,Phelan Certified Farmers Market,-117.524831,34.439822,Y,N,Y,N,Y,N
2135,Philmont Farmers' Market ,-73.649443,42.249303000000005,N,Y,Y,Y,Y,N
2137,Phoenix Hill NuLu Farmers' Market,-85.733398,38.251583000000004,N,Y,Y,Y,Y,N
2139,Piedmont Triad Farmers Market,-79.992657,36.087691,Y,Y,Y,Y,Y,Y
2141,Pike Central Farm Market,-77.117929,39.049352,Y,Y,Y,Y,Y,Y
2143,Pikeville Farmers Market,-82.544326,37.485971,Y,-,Y,Y,Y,Y
2145,Pine City Farmers Market,-92.97068900000001,45.832364,N,-,Y,Y,Y,N
2147,Pinecrest Farmers Market,-80.285895,25.669124,N,Y,Y,Y,Y,N
2149,Pitkin Verde Farmers Market,-73.895438,40.671863,Y,N,Y,N,Y,N
2151,Pittsburg County Farmers Market,-95.769944,34.926815999999995,N,-,Y,N,Y,N
2153,Pittsfield Township Farmers Market,-83.700262,42.197733,N,N,Y,N,Y,N
2155,Plainfield Township Farmers Market Hale,-83.804474,44.380388,Y,-,Y,N,Y,N
2157,Plainview Farmers Market,-97.787145,42.353346,N,-,Y,N,Y,N
2159,Plainwell Farmers Market,-85.65072099999999,42.452003000000005,N,Y,Y,Y,Y,N
2161,Plainwell Indoor Market ,-85.643297,42.44491,N,-,N,N,N,N
2163,Plateau Valley Farmers Market,-107.962277,39.238943,N,N,Y,Y,Y,N
2165,Platteville Farmers Market - Summer,-90.47957,42.735314,N,N,N,Y,N,N
2167,Platteville Farmers Market - Winter,-90.479874,42.736018,N,N,N,Y,N,N
2169,Plattsmouth Downtown Farmers Market,-95.894144,41.005653,N,-,Y,N,Y,N
2171,Playa Vista Farmers' Market,-118.41662600000001,33.975922,Y,Y,Y,Y,Y,N
2173,Pleasants Area Farmers Market,-81.205928,39.390828000000006,N,N,Y,Y,Y,N
2175,Pleasantville Farmers Market - Outdoor,-73.79365200000001,41.135051000000004,Y,Y,Y,Y,Y,Y
2177,Plymouth Farmers Market,-86.307641,41.34065,N,Y,Y,Y,Y,N
2179,Poestenkill Farmers Market,-73.5635307,42.690475799999994,N,N,Y,Y,Y,N
2181,Pokai Bay Beach Park (People's Open Market),-158.18843700000002,21.442923,N,N,Y,N,Y,N
2183,Ponce City Farmers Market on the BeltLine ,-84.36459599999999,33.772428999999995,N,Y,Y,N,Y,N
2185,Port Chester Farmers Market,-73.661339,41.002109999999995,N,Y,Y,Y,Y,N
2187,Port Sanilac Farmers' Market,-82.543109,43.424322,Y,Y,Y,N,Y,N
2189,Port Townsend Farmers Market,-122.760304,48.117020000000004,Y,Y,Y,Y,Y,Y
2191,Portland Farmers Market - Kenton ,-122.686792,45.583224,Y,Y,Y,Y,Y,N
2193,Portland Farmers Market - King,-122.65898200000001,45.557097,Y,Y,Y,Y,Y,N
2195,Portland Farmers Market - Lents International,-122.56858940000001,45.4813183,Y,N,Y,Y,Y,N
2197,Portland Farmers Market - Portland State University,-122.68483300000001,45.512347999999996,Y,Y,Y,Y,Y,Y
2199,Portland Farmers Market - Shemanski Park,-122.682231,45.517125,Y,Y,Y,Y,Y,N
2201,Portsmouth Farmers' Market,-70.75355340000002,43.0711929,N,Y,Y,Y,Y,N
2203,Prairie Lakes Farmers Market,-89.27025440000001,43.1680835,N,Y,Y,N,Y,N
2205,Prairie Township Farmer's Market,-83.009303,39.9695356,Y,-,Y,N,Y,N
2207,Prescott Farmers Market,-112.482809,34.557395,Y,N,Y,Y,Y,N
2209,Price Farmers Market,-110.8088043,39.601079799999994,N,-,Y,N,Y,N
2211,Prince George Farmers Market,-77.287343,37.224538,N,-,Y,N,Y,N
2213,Prospect Area Farmer's Market,-85.58995999999999,38.37102,N,Y,Y,Y,Y,N
2215,Pueblo of San Felipe Farmers' Market,-106.404321,35.416275,Y,-,Y,N,Y,Y
2217,Purcellville Farmers' Market,-77.703843,39.136603,N,-,Y,Y,Y,N
2219,Putnam Farmer's Market,-81.995042,38.440335,Y,Y,Y,N,Y,N
2221,Putnam Farmers Market,-81.99554,38.441891999999996,Y,Y,Y,Y,Y,N
2223,Puyallup Farmers' Market,-122.29243500000001,47.191241,Y,Y,Y,Y,Y,N
2225,Quapaw Farmers Market,-94.787418,36.955063,N,-,Y,Y,Y,Y
2227,Queen Anne Farmers Market,-122.357601,47.637172,Y,Y,Y,Y,Y,N
2229,Queen Kapiolani Park (People's Open Market),-157.81638,21.268812,N,N,Y,N,Y,N
2231,Quincy Certified Farmers' Market,-120.950176,39.937090999999995,Y,-,Y,N,Y,N
2233,Quincy Farmer's Market,-91.409173,39.932753999999996,Y,Y,Y,Y,Y,N
2235,Randolph County Farmers Market,-85.451892,33.255362,N,Y,Y,N,Y,N
2237,Randolph County Farmers' Market,-90.983393,36.257409,N,N,Y,N,Y,N
2239,Red Bird Farmers Market,-83.526289,37.009793,N,N,Y,N,Y,N
2241,Red Lodge Farmers' Market ,-109.247918,45.1913,N,N,Y,Y,Y,N
2243,Red Oak Farmers Market,-95.228044,41.009640999999995,Y,N,Y,N,Y,N
2245,Red Stick Farmers Market  - Seasonal Tuesdays,-91.10684499999999,30.442682,Y,-,Y,N,Y,N
2247,Red Stick Farmers Market - Saturday Downtown Year Round,-91.185787,30.45195,Y,Y,Y,Y,Y,Y
2249,Red Stick Farmers Market - Thursday Year Round,-91.12106700000001,30.399196999999997,Y,Y,Y,Y,Y,Y
2251,Redland Community Farm and Market,-80.395809,25.506957,N,Y,Y,N,Y,N
2253,Redland Community Farm and Market,-80.39582,25.506957,N,Y,Y,N,Y,N
2255,Redlands Certified Farmers Market,-117.18144099999999,34.056447999999996,Y,-,Y,N,Y,N
2257,Redlands Saturday Morning Certified Farmers Market,-117.18091299999999,34.05708,Y,Y,Y,N,Y,N
2259,Reedsburg Area Medical Center Farmer's Markets,-89.99340600000001,43.549611999999996,N,-,Y,Y,Y,Y
2261,Reidsville Market Square Farmers' Market,-79.66400290000001,36.3586088,Y,-,Y,N,Y,N
2263,Rensselaer Farmers Market,-87.1501069,40.935640299999996,N,N,Y,Y,Y,N
2265,Reston ,-77.342215,38.948449,N,N,Y,Y,Y,N
2267,Rexburg Farmers Market,-111.78240500000001,43.823218,N,N,Y,N,Y,Y
2269,Richmond Farmers Market - Summer Season (May-October),-84.893377,39.829996,Y,-,Y,Y,Y,N
2271,Richmond Winter Farmers Market - Winter Season (November - April),-84.900398,39.825813000000004,N,-,Y,Y,N,N
2273,Ridgeway Farmers Market,-89.99324200000001,42.998521000000004,N,N,Y,Y,Y,Y
2275,"Right Choice, Fresh Start Farmers' Market",-80.83862099999999,33.528187,Y,-,Y,N,Y,N
2277,"Right Choice, Fresh Start Farmers' Market",-81.144272,33.315079,Y,-,Y,N,Y,N
2279,Rindge Farmers and Crafters Market,-72.03585,42.765593,N,Y,Y,Y,Y,N
2281,Rittenhouse Saturday Farmers' Market,-75.170836,39.950039000000004,Y,-,Y,Y,Y,Y
2283,Rittenhouse Tuesday Market,-75.170843,39.950045,Y,Y,Y,N,Y,N
2285,River Street Market,-77.40373000000001,37.233787,N,-,Y,Y,Y,N
2287,River Valley Farmers' Market,-107.608015,45.742235,N,-,Y,N,Y,N
2289,Riverdale Park Farmers Market,-76.935311,38.962979,Y,Y,Y,Y,Y,N
2291,Riverfront Farmers Market,-77.94793,34.234207,N,-,Y,Y,Y,N
2293,Riverside Arts Market,-81.67629029999999,30.316494300000002,Y,N,Y,Y,Y,Y
2295,Riverside Farmers Market,-86.192041,39.806671,Y,-,Y,N,Y,N
2297,Riverside Farmers' Market,-87.8201027,41.827785600000006,N,N,Y,Y,Y,N
2299,Rivertown Farmers Market,-90.24665300000001,29.973156,Y,-,Y,Y,Y,N
2301,Riverview Farmers Market,-74.042798,40.744735999999996,Y,-,Y,Y,Y,N
2303,Riverwalk Farmers Market,-75.42808000000001,38.913062,Y,-,Y,Y,Y,N
2305,Roanoke Farmer's Market,-85.373322,40.961979,N,-,Y,Y,N,N
2307,Rock Valley Farmers Market,-96.300832,43.200223,N,-,Y,N,Y,N
2309,Rockford Midtown Market,-89.08098000000001,42.262526,N,-,Y,N,Y,Y
2311,Rockmart Farmers Market,-85.05309399999999,33.997669,N,Y,Y,Y,Y,N
2313,Rockville Farmers Market,-77.1492295,39.0819115,Y,N,Y,Y,Y,N
2315,Rocky Mountain Front Farmers Market,-112.188004,47.818183000000005,N,-,Y,N,Y,N
2317,Rogers Farmers Market,-93.551965,45.186933,N,N,Y,Y,N,N
2319,Rogersville Farmer's Market,-93.066381,37.115153,N,-,Y,Y,Y,N
2321,Rogue Valley Growers & Crafters Market,-122.6905,42.1949,Y,Y,Y,Y,Y,Y
2323,Rogue Valley Growers & Crafters Market,-122.854244,42.336896,Y,Y,Y,Y,Y,Y
2325,Rogue Valley Growers & Crafters Market,-122.70042600000001,42.192172,Y,Y,Y,N,Y,N
2327,Rohnert Park Farmers' Market ,-122.703949,38.349284000000004,Y,Y,Y,N,Y,N
2329,Rolling Meadows City Markets,-88.01617399999999,42.078232,N,N,Y,Y,Y,N
2331,Ronan Farmers' Market,-114.097574,47.5276,N,-,Y,N,Y,N
2333,Roosevelt Community Farmers' Market,-73.5908479,40.6817846,Y,Y,Y,N,Y,N
2335,Rosa Parks Farmers Market,-80.854493,35.262802,N,N,Y,N,Y,N
2337,Rose City Farmers Market,-95.300309,32.347947999999995,Y,N,Y,Y,Y,N
2339,Roslindale Village Main Street Winter Farmers Market,-71.130709,42.286072,Y,N,N,Y,N,N
2341,Ross Township Farmers Market,-80.036108,40.533713,N,-,Y,Y,Y,N
2343,Route One Farmers Market,-120.466224,34.700679,Y,N,Y,N,Y,N
2345,Royal Kunia Park-n-Ride (People's Open Market),-158.032652,21.389120000000002,N,N,Y,N,Y,N
2347,RT 639 Farmers Market,-77.518506,38.016661,N,N,Y,Y,Y,N
2349,Running Springs Farmers Market and Artisan Faire,-117.10491499999999,34.206855,Y,Y,Y,N,Y,N
2351,Rusk County Farmers Market,-91.09924000000001,45.464998,Y,-,Y,Y,Y,N
2353,Russellville Community Market,-93.135468,35.280402,N,Y,Y,Y,Y,N
2355,Ruston Farmers Market,-92.635542,32.529214,N,-,Y,Y,Y,N
2357,RVCC Winter Market,-78.886752,37.7874422,N,N,Y,Y,Y,N
2359,Saint Mary Farmers Market,-82.994617,39.948137,N,-,Y,Y,Y,N
2361,SaintParis FarmersMarket,-83.959772,40.127699,N,-,Y,N,Y,N
2363,Salamanca Farmers market,-78.741263,42.164734,N,N,Y,Y,Y,N
2365,Salem Farmers Market,-80.05860600000001,37.292997,N,-,Y,Y,Y,N
2367,Salem Farmers' Market,-70.894653,42.520665,Y,Y,Y,N,Y,N
2369,Salem NH Farmers Market - Winter,-71.2372585,42.781773,N,-,Y,Y,Y,N
2371,Saline Farmers Market,-83.78114599999999,42.165956,Y,N,Y,Y,Y,N
2373,Saline Farmers Market,-83.785094,42.179728000000004,N,N,Y,Y,N,N
2375,Salmon Creek Farmers' Market at Legacy Hospital,-122.648554,45.720387,Y,Y,Y,N,Y,N
2377,Salomon Farm Park Farmers' Market ,-85.15267800000001,41.175641,N,Y,Y,N,Y,N
2379,Salt Lake Municipal Lot (People's Open Market),-157.904131,21.346157,N,N,Y,N,Y,N
2381,San Francisco Certified Alemany Farmers Market,-122.4085979,37.7373447,Y,Y,Y,N,Y,N
2383,Sanford Farmers' Market,-70.774653,43.438711,Y,N,Y,Y,Y,N
2385,Sankofa World Market,-71.42853000000001,41.811066,N,-,Y,N,Y,N
2387,Santa Clara Farmers' Market,-121.96793400000001,37.364613,Y,Y,Y,Y,Y,N
2389,Santa Rosa Community Farmers Market at the Veterans Building,-122.689399,38.434379,Y,Y,Y,Y,Y,Y
2391,Santa Rosa Downtown Market (Wednesday Night Market),-122.71359,38.4406777,N,Y,Y,Y,Y,N
2393,Santa Rosa Farmers Market,-87.183559,30.603977,Y,-,Y,N,Y,N
2395,Sara Hardy Downtown Farmers Market,-85.621764,44.765173,Y,Y,Y,Y,Y,Y
2397,Saracen Landing Farmers Market,-92.004296,34.231049,Y,N,Y,N,Y,N
2399,Saranac Lake Village Farmers Market,-74.131251,44.32463,Y,-,Y,Y,Y,N
2401,Saturday Morning Market at Steele Wines,-122.87534,38.992593,Y,Y,Y,N,Y,N
2403,Saugerties Farmers Market ,-73.94681800000001,42.080345,Y,-,Y,Y,Y,N
2405,Scituate Farmers Market,-71.586035,41.834131,Y,N,Y,Y,Y,N
2407,SCOTCH PLAINS FARMERS' MARKETPLACE,-74.39755699999999,40.650166999999996,Y,Y,Y,Y,Y,Y
2409,Scotland Farmers Market,-72.081503,41.698757,Y,-,Y,Y,Y,N
2411,Scott County Farmers' Market,-84.559554,38.211492,Y,Y,Y,Y,Y,N
2413,Scottsville Midweek Farmers' Market,-77.75337900000001,43.022276,Y,N,Y,Y,Y,N
2415,SE Columbus Farmer's & Grower's Market,-82.847372,39.924927000000004,Y,-,Y,N,Y,N
2417,Seacoast Eat Local Winter Farmers' Market - Exeter High School,-71.00031259999999,43.0168516,N,Y,Y,Y,Y,N
2419,Seacoast Eat Local Winter Farmers' Market - Wentworth Greenhouses ,-70.8601023,43.215561799999996,N,Y,Y,Y,Y,N
2421,Sealy Farmers Market,-96.159309,29.78029,N,-,Y,Y,Y,N
2423,Secotan Market,-75.645391,35.854615,N,Y,Y,Y,Y,N
2425,Sedalia Area Farmers' Market,-93.255481,38.698011,N,N,Y,Y,Y,Y
2427,Seed2Seed Farmer’s Market,-80.244023,36.09598,N,-,Y,Y,Y,N
2429,Seneca Falls Farmers Market,-76.800314,42.909109,Y,-,Y,Y,Y,N
2431,Sevier County Farmers Market,-94.34213299999999,34.042245,N,-,Y,Y,Y,N
2433,Shallotte Farmers Market/Market on Mulberry ,-78.38603499999999,33.975058000000004,N,-,Y,N,Y,N
2435,Shawano Farmers Market,-88.612868,44.777707,Y,N,Y,Y,Y,N
2437,Shawnee Farmers Market,-94.805322,39.017779,N,-,Y,N,Y,N
2439,Shelby County Farmers Market,-95.338882,41.645926,Y,-,Y,N,Y,N
2441,Shelby County Farmers Market,-85.780478,39.52422,Y,-,Y,Y,Y,N
2443,Shepherdsville farmer's Market,-85.709198,37.988053,N,Y,Y,Y,Y,N
2445,Shiloh Farmers' Market,-84.235026,39.819046,Y,N,Y,Y,Y,N
2447,Shoreline Farmers Market,-122.349452,47.741553,Y,Y,Y,Y,Y,Y
2449,Shorewood Farmers Market,-87.898448,43.091905,N,Y,Y,Y,Y,Y
2451,Shreveport Farmers' Market,-93.744962,32.514185999999995,N,N,Y,Y,Y,Y
2453,Siloam Springs Farmers Market ,-94.541074,36.181621,Y,-,Y,Y,N,N
2455,Silver City Farmers' Market Downtown,-108.27618500000001,32.774516999999996,Y,N,Y,Y,Y,N
2457,Silver City Farmers' Market Midweek Market,-108.24248200000001,32.787733,Y,N,Y,Y,Y,N
2459,Silver Lake CFM,-118.277386,34.090540999999995,Y,Y,Y,N,Y,N
2461,Silver Valley Farmers Market,-116.120504,47.536412,N,-,Y,N,Y,N
2463,Silverdale Farmers Market,-122.66860700000001,47.651931,N,Y,Y,N,Y,N
2465,Simi Valley City Hall Certified Farmers' Market,-118.71809099999999,34.285295,Y,Y,Y,N,Y,N
2467,Sioux City Farmers Market,-96.408445,42.490552,Y,Y,Y,Y,Y,N
2469,Sitka Farmers Market,-135.326742,57.05151899999999,Y,N,Y,N,Y,N
2471,Sleeping Dragon Farmers Market,-107.75093899999999,32.189126,N,N,Y,N,Y,N
2473,Slippery Rock Farmers Market ,-80.050842,41.062533,N,-,Y,Y,Y,N
2475,SLO Farm Supply Farmers Market,-120.667181,35.247189,Y,-,Y,Y,Y,N
2477,Smith County Farmers Market,-85.9461859,36.2233523,N,Y,Y,Y,Y,N
